user_id,item_id,rating
U249,Red Cotton T-Shirt,4
U592,Leather Baseball Cap,2
U626,Black Polo Shirt,4
U97,White Canvas Sneakers,4
U363,Striped Casual Shirt,1
U41,Striped Casual Shirt,5
U699,Khaki Cargo Shorts,2
U62,White Canvas Sneakers,3
U762,Leather Baseball Cap,5
U484,Striped Casual Shirt,2
U269,Blue Denim Jeans,5
U475,Red Cotton T-Shirt,4
U631,Floral Summer Dress,3
U702,Leather Baseball Cap,3
U917,Floral Summer Dress,5
U208,Leather Baseball Cap,5
U396,Blue Denim Jeans,4
U712,Striped Casual Shirt,5
U746,Blue Denim Jeans,4
U731,Striped Casual Shirt,2
U93,Pink Silk Scarf,4
U361,Leather Baseball Cap,2
U995,Floral Summer Dress,1
U994,Red Cotton T-Shirt,2
U791,Grey Wool Sweater,1
U976,Khaki Cargo Shorts,2
U713,Pink Silk Scarf,2
U328,Navy Blue Hoodie,4
U711,Blue Denim Jeans,3
U549,Black Polo Shirt,5
U931,Black Polo Shirt,2
U26,Navy Blue Hoodie,1
U780,Striped Casual Shirt,3
U789,Blue Denim Jeans,3
U794,Navy Blue Hoodie,3
U879,Grey Wool Sweater,4
U703,White Canvas Sneakers,5
U583,Pink Silk Scarf,3
U972,White Canvas Sneakers,4
U616,Grey Wool Sweater,3
U771,Red Cotton T-Shirt,1
U602,White Canvas Sneakers,1
U293,Black Polo Shirt,5
U879,White Canvas Sneakers,3
U760,Pink Silk Scarf,5
U125,Striped Casual Shirt,5
U964,Khaki Cargo Shorts,5
U256,Pink Silk Scarf,3
U174,Floral Summer Dress,1
U916,Navy Blue Hoodie,4
U647,Red Cotton T-Shirt,4
U444,Grey Wool Sweater,2
U852,Black Polo Shirt,3
U260,Lightweight Running Jacket,4
U82,Pink Silk Scarf,2
U729,Grey Wool Sweater,5
U564,Striped Casual Shirt,1
U922,Grey Wool Sweater,2
U79,Lightweight Running Jacket,1
U884,Khaki Cargo Shorts,2
U386,Leather Baseball Cap,2
U933,Pink Silk Scarf,4
U135,Navy Blue Hoodie,1
U946,White Canvas Sneakers,1
U814,Leather Baseball Cap,4
U150,Leather Baseball Cap,3
U896,Blue Denim Jeans,5
U418,Red Cotton T-Shirt,5
U948,Grey Wool Sweater,2
U721,Black Polo Shirt,4
U60,Leather Baseball Cap,2
U42,White Canvas Sneakers,3
U31,Grey Wool Sweater,4
U397,Floral Summer Dress,4
U198,Grey Wool Sweater,2
U352,Khaki Cargo Shorts,4
U713,Black Polo Shirt,3
U38,Floral Summer Dress,4
U359,Lightweight Running Jacket,3
U962,Lightweight Running Jacket,3
U216,Grey Wool Sweater,4
U989,Floral Summer Dress,5
U809,Leather Baseball Cap,5
U657,Floral Summer Dress,4
U911,Khaki Cargo Shorts,5
U468,Navy Blue Hoodie,2
U531,Lightweight Running Jacket,2
U318,Floral Summer Dress,5
U840,Leather Baseball Cap,2
U371,Floral Summer Dress,3
U640,Leather Baseball Cap,5
U531,Blue Denim Jeans,3
U49,Blue Denim Jeans,5
U454,Blue Denim Jeans,1
U92,Blue Denim Jeans,5
U710,Lightweight Running Jacket,4
U922,Floral Summer Dress,4
U262,Khaki Cargo Shorts,2
U180,Khaki Cargo Shorts,3
U741,Navy Blue Hoodie,4
U408,Red Cotton T-Shirt,1
U221,Grey Wool Sweater,4
U844,Lightweight Running Jacket,2
U495,Grey Wool Sweater,2
U535,Grey Wool Sweater,5
U446,Leather Baseball Cap,5
U404,Pink Silk Scarf,2
U623,Striped Casual Shirt,2
U852,Leather Baseball Cap,4
U509,Pink Silk Scarf,5
U473,White Canvas Sneakers,3
U620,Red Cotton T-Shirt,2
U557,White Canvas Sneakers,4
U533,Navy Blue Hoodie,1
U812,White Canvas Sneakers,1
U624,Floral Summer Dress,2
U815,Floral Summer Dress,4
U967,Pink Silk Scarf,5
U191,Navy Blue Hoodie,5
U774,Black Polo Shirt,3
U156,Lightweight Running Jacket,4
U103,Navy Blue Hoodie,2
U372,Red Cotton T-Shirt,3
U790,Black Polo Shirt,5
U541,Blue Denim Jeans,4
U579,White Canvas Sneakers,5
U842,Black Polo Shirt,5
U782,Khaki Cargo Shorts,5
U636,Khaki Cargo Shorts,2
U684,Striped Casual Shirt,1
U902,Khaki Cargo Shorts,1
U85,Leather Baseball Cap,2
U252,Blue Denim Jeans,3
U278,Grey Wool Sweater,1
U46,Red Cotton T-Shirt,3
U353,Red Cotton T-Shirt,5
U861,Khaki Cargo Shorts,2
U751,Khaki Cargo Shorts,1
U248,Pink Silk Scarf,3
U717,Grey Wool Sweater,1
U117,Red Cotton T-Shirt,1
U639,Khaki Cargo Shorts,5
U599,Pink Silk Scarf,4
U18,Khaki Cargo Shorts,5
U842,Red Cotton T-Shirt,5
U834,Grey Wool Sweater,2
U887,Red Cotton T-Shirt,3
U795,White Canvas Sneakers,1
U874,Lightweight Running Jacket,1
U642,White Canvas Sneakers,3
U159,Leather Baseball Cap,1
U395,Khaki Cargo Shorts,4
U650,Grey Wool Sweater,1
U640,Navy Blue Hoodie,2
U442,White Canvas Sneakers,2
U538,Navy Blue Hoodie,4
U822,Lightweight Running Jacket,2
U486,Navy Blue Hoodie,1
U181,Lightweight Running Jacket,4
U590,Blue Denim Jeans,3
U591,Leather Baseball Cap,3
U774,Navy Blue Hoodie,4
U237,Red Cotton T-Shirt,3
U462,Khaki Cargo Shorts,1
U298,Lightweight Running Jacket,4
U747,Grey Wool Sweater,2
U315,Striped Casual Shirt,1
U944,Khaki Cargo Shorts,5
U942,Red Cotton T-Shirt,4
U70,Striped Casual Shirt,3
U203,Striped Casual Shirt,4
U807,Striped Casual Shirt,4
U958,Khaki Cargo Shorts,5
U95,Grey Wool Sweater,1
U80,Navy Blue Hoodie,2
U973,Leather Baseball Cap,4
U24,White Canvas Sneakers,2
U203,Grey Wool Sweater,2
U883,Striped Casual Shirt,2
U183,Grey Wool Sweater,1
U358,Lightweight Running Jacket,3
U101,Blue Denim Jeans,5
U632,Pink Silk Scarf,3
U430,Pink Silk Scarf,4
U83,Red Cotton T-Shirt,2
U424,Floral Summer Dress,2
U747,Lightweight Running Jacket,4
U871,Pink Silk Scarf,4
U411,Khaki Cargo Shorts,4
U121,Pink Silk Scarf,5
U182,Navy Blue Hoodie,2
U171,Blue Denim Jeans,4
U227,White Canvas Sneakers,3
U543,Blue Denim Jeans,4
U469,Red Cotton T-Shirt,1
U567,Striped Casual Shirt,5
U802,Black Polo Shirt,1
U806,Lightweight Running Jacket,5
U483,Pink Silk Scarf,3
U568,Blue Denim Jeans,1
U493,Floral Summer Dress,3
U792,Leather Baseball Cap,1
U57,Khaki Cargo Shorts,2
U877,Blue Denim Jeans,5
U328,Lightweight Running Jacket,3
U593,Striped Casual Shirt,2
U261,White Canvas Sneakers,5
U290,Striped Casual Shirt,3
U728,Pink Silk Scarf,4
U407,Black Polo Shirt,3
U337,Striped Casual Shirt,4
U517,Striped Casual Shirt,5
U121,Striped Casual Shirt,3
U128,White Canvas Sneakers,2
U48,Striped Casual Shirt,5
U52,Black Polo Shirt,2
U869,White Canvas Sneakers,1
U779,Floral Summer Dress,5
U906,Striped Casual Shirt,5
U289,Lightweight Running Jacket,4
U735,Striped Casual Shirt,5
U848,Striped Casual Shirt,2
U246,Navy Blue Hoodie,5
U12,Navy Blue Hoodie,5
U262,Leather Baseball Cap,5
U119,Striped Casual Shirt,3
U619,Red Cotton T-Shirt,4
U171,Khaki Cargo Shorts,5
U225,Striped Casual Shirt,3
U834,Black Polo Shirt,2
U527,Striped Casual Shirt,3
U123,Navy Blue Hoodie,1
U901,Black Polo Shirt,4
U406,Leather Baseball Cap,2
U968,Floral Summer Dress,3
U929,Leather Baseball Cap,3
U206,Grey Wool Sweater,4
U377,Blue Denim Jeans,5
U914,Grey Wool Sweater,2
U730,Pink Silk Scarf,3
U659,White Canvas Sneakers,1
U915,Khaki Cargo Shorts,1
U164,Pink Silk Scarf,3
U771,Leather Baseball Cap,5
U852,Striped Casual Shirt,1
U338,Striped Casual Shirt,1
U587,Grey Wool Sweater,3
U881,Striped Casual Shirt,3
U58,Pink Silk Scarf,1
U834,Red Cotton T-Shirt,1
U152,Red Cotton T-Shirt,5
U407,Red Cotton T-Shirt,5
U8,Floral Summer Dress,2
U681,Grey Wool Sweater,2
U866,Grey Wool Sweater,5
U74,Navy Blue Hoodie,2
U599,Black Polo Shirt,1
U522,Red Cotton T-Shirt,4
U415,Black Polo Shirt,5
U952,Black Polo Shirt,1
U316,Blue Denim Jeans,4
U503,White Canvas Sneakers,3
U204,Pink Silk Scarf,2
U639,Black Polo Shirt,4
U379,Black Polo Shirt,2
U176,Blue Denim Jeans,3
U142,Khaki Cargo Shorts,3
U649,Blue Denim Jeans,5
U975,Pink Silk Scarf,4
U647,White Canvas Sneakers,1
U458,Floral Summer Dress,1
U935,Black Polo Shirt,1
U714,Floral Summer Dress,1
U222,Red Cotton T-Shirt,3
U480,Pink Silk Scarf,5
U772,Lightweight Running Jacket,2
U130,Khaki Cargo Shorts,5
U947,Grey Wool Sweater,5
U31,Blue Denim Jeans,2
U522,Pink Silk Scarf,5
U684,White Canvas Sneakers,1
U199,Leather Baseball Cap,5
U609,Lightweight Running Jacket,5
U123,Striped Casual Shirt,5
U306,Striped Casual Shirt,4
U379,Pink Silk Scarf,4
U633,Red Cotton T-Shirt,2
U81,Khaki Cargo Shorts,1
U194,Navy Blue Hoodie,1
U76,White Canvas Sneakers,5
U384,Striped Casual Shirt,5
U766,Blue Denim Jeans,2
U6,Grey Wool Sweater,4
U132,Leather Baseball Cap,4
U850,Leather Baseball Cap,3
U328,Grey Wool Sweater,2
U185,Grey Wool Sweater,3
U17,Blue Denim Jeans,3
U662,Blue Denim Jeans,2
U503,Grey Wool Sweater,1
U528,Leather Baseball Cap,5
U788,Lightweight Running Jacket,3
U296,Floral Summer Dress,5
U320,Navy Blue Hoodie,4
U626,Lightweight Running Jacket,5
U757,Grey Wool Sweater,2
U144,Pink Silk Scarf,3
U251,White Canvas Sneakers,4
U151,Navy Blue Hoodie,3
U843,White Canvas Sneakers,2
U19,Pink Silk Scarf,2
U895,White Canvas Sneakers,5
U979,Pink Silk Scarf,2
U840,Floral Summer Dress,1
U733,Black Polo Shirt,5
U322,Lightweight Running Jacket,5
U356,Floral Summer Dress,4
U588,Leather Baseball Cap,2
U977,Blue Denim Jeans,1
U776,Pink Silk Scarf,4
U612,Khaki Cargo Shorts,1
U733,Striped Casual Shirt,5
U508,Navy Blue Hoodie,4
U925,Red Cotton T-Shirt,3
U861,Grey Wool Sweater,3
U940,Lightweight Running Jacket,2
U648,Pink Silk Scarf,1
U183,Striped Casual Shirt,4
U187,Black Polo Shirt,4
U420,Leather Baseball Cap,4
U369,Lightweight Running Jacket,4
U135,Red Cotton T-Shirt,4
U709,White Canvas Sneakers,3
U546,Pink Silk Scarf,5
U985,Black Polo Shirt,2
U724,Red Cotton T-Shirt,5
U975,Black Polo Shirt,5
U918,Khaki Cargo Shorts,2
U943,Leather Baseball Cap,1
U658,White Canvas Sneakers,2
U840,Pink Silk Scarf,5
U424,Red Cotton T-Shirt,4
U296,Black Polo Shirt,1
U475,Khaki Cargo Shorts,5
U967,Leather Baseball Cap,5
U295,Leather Baseball Cap,3
U650,Black Polo Shirt,2
U939,Navy Blue Hoodie,1
U293,Leather Baseball Cap,3
U392,Khaki Cargo Shorts,5
U500,Black Polo Shirt,3
U266,Striped Casual Shirt,4
U995,Black Polo Shirt,3
U543,Khaki Cargo Shorts,3
U139,White Canvas Sneakers,1
U978,Grey Wool Sweater,1
U310,Black Polo Shirt,1
U74,Leather Baseball Cap,5
U105,Red Cotton T-Shirt,4
U997,Navy Blue Hoodie,4
U480,Red Cotton T-Shirt,1
U155,Leather Baseball Cap,2
U687,Red Cotton T-Shirt,2
U813,Black Polo Shirt,5
U957,Blue Denim Jeans,5
U478,Grey Wool Sweater,1
U992,Floral Summer Dress,1
U196,Floral Summer Dress,4
U561,Red Cotton T-Shirt,4
U533,Grey Wool Sweater,2
U158,Lightweight Running Jacket,3
U795,Red Cotton T-Shirt,3
U382,Lightweight Running Jacket,2
U3,White Canvas Sneakers,5
U187,Red Cotton T-Shirt,2
U728,Lightweight Running Jacket,4
U610,Lightweight Running Jacket,3
U950,Red Cotton T-Shirt,3
U108,Navy Blue Hoodie,1
U432,White Canvas Sneakers,1
U785,White Canvas Sneakers,3
U447,Striped Casual Shirt,2
U716,Leather Baseball Cap,1
U847,Red Cotton T-Shirt,4
U915,Lightweight Running Jacket,2
U488,Red Cotton T-Shirt,3
U423,Leather Baseball Cap,5
U795,Black Polo Shirt,2
U378,Navy Blue Hoodie,5
U109,Floral Summer Dress,5
U72,Striped Casual Shirt,5
U626,Grey Wool Sweater,2
U553,Khaki Cargo Shorts,1
U420,Navy Blue Hoodie,5
U669,Navy Blue Hoodie,2
U528,Striped Casual Shirt,3
U601,White Canvas Sneakers,2
U140,Navy Blue Hoodie,4
U182,Striped Casual Shirt,5
U289,Red Cotton T-Shirt,2
U968,Navy Blue Hoodie,2
U220,Striped Casual Shirt,5
U222,Blue Denim Jeans,5
U693,Black Polo Shirt,4
U143,Khaki Cargo Shorts,4
U237,White Canvas Sneakers,3
U420,Floral Summer Dress,3
U384,Navy Blue Hoodie,1
U590,Floral Summer Dress,4
U269,Khaki Cargo Shorts,5
U867,Red Cotton T-Shirt,2
U116,Khaki Cargo Shorts,1
U691,Leather Baseball Cap,5
U445,Grey Wool Sweater,2
U32,Red Cotton T-Shirt,5
U48,Floral Summer Dress,4
U569,Striped Casual Shirt,5
U923,Floral Summer Dress,4
U701,White Canvas Sneakers,1
U662,Black Polo Shirt,1
U629,Black Polo Shirt,2
U536,Black Polo Shirt,3
U389,Floral Summer Dress,5
U997,Pink Silk Scarf,2
U683,White Canvas Sneakers,5
U358,Black Polo Shirt,4
U497,Red Cotton T-Shirt,5
U36,Grey Wool Sweater,2
U935,Pink Silk Scarf,4
U833,Navy Blue Hoodie,3
U518,Striped Casual Shirt,5
U13,Striped Casual Shirt,3
U961,Pink Silk Scarf,2
U472,Khaki Cargo Shorts,3
U798,Leather Baseball Cap,3
U991,Lightweight Running Jacket,4
U708,White Canvas Sneakers,4
U471,Floral Summer Dress,5
U551,Floral Summer Dress,1
U933,Striped Casual Shirt,5
U358,Pink Silk Scarf,3
U206,Pink Silk Scarf,2
U893,Floral Summer Dress,2
U557,Grey Wool Sweater,2
U978,Leather Baseball Cap,1
U732,Pink Silk Scarf,2
U19,Red Cotton T-Shirt,4
U848,Black Polo Shirt,4
U710,Grey Wool Sweater,4
U907,Leather Baseball Cap,4
U533,Floral Summer Dress,3
U410,Lightweight Running Jacket,5
U492,Leather Baseball Cap,5
U307,Grey Wool Sweater,1
U328,Floral Summer Dress,4
U316,Navy Blue Hoodie,1
U305,Khaki Cargo Shorts,2
U724,White Canvas Sneakers,1
U742,Striped Casual Shirt,1
U577,Lightweight Running Jacket,3
U590,Striped Casual Shirt,2
U43,Red Cotton T-Shirt,1
U59,Blue Denim Jeans,1
U460,Striped Casual Shirt,4
U759,White Canvas Sneakers,1
U77,Floral Summer Dress,2
U975,Khaki Cargo Shorts,1
U80,Grey Wool Sweater,1
U186,Blue Denim Jeans,3
U134,Grey Wool Sweater,5
U704,Blue Denim Jeans,5
U446,Red Cotton T-Shirt,1
U516,White Canvas Sneakers,2
U5,Floral Summer Dress,4
U513,Striped Casual Shirt,5
U459,White Canvas Sneakers,5
U546,Leather Baseball Cap,4
U292,Grey Wool Sweater,4
U215,Navy Blue Hoodie,5
U214,White Canvas Sneakers,2
U823,Pink Silk Scarf,2
U437,Blue Denim Jeans,3
U344,Black Polo Shirt,4
U366,Black Polo Shirt,3
U775,White Canvas Sneakers,3
U860,Blue Denim Jeans,4
U787,Khaki Cargo Shorts,1
U326,Leather Baseball Cap,5
U764,Pink Silk Scarf,1
U487,Leather Baseball Cap,4
U823,White Canvas Sneakers,4
U102,Red Cotton T-Shirt,4
U683,Blue Denim Jeans,1
U801,Black Polo Shirt,3
U568,Striped Casual Shirt,3
U977,Navy Blue Hoodie,3
U657,Grey Wool Sweater,5
U809,Navy Blue Hoodie,3
U983,Navy Blue Hoodie,5
U752,Leather Baseball Cap,2
U34,Grey Wool Sweater,4
U57,Leather Baseball Cap,1
U140,Striped Casual Shirt,3
U727,Black Polo Shirt,3
U65,Striped Casual Shirt,4
U693,Navy Blue Hoodie,4
U804,Red Cotton T-Shirt,3
U430,Floral Summer Dress,1
U631,Pink Silk Scarf,3
U504,Striped Casual Shirt,3
U572,Grey Wool Sweater,3
U564,Pink Silk Scarf,1
U778,Khaki Cargo Shorts,2
U373,Navy Blue Hoodie,1
U276,Red Cotton T-Shirt,5
U542,Pink Silk Scarf,1
U818,Grey Wool Sweater,5
U113,Red Cotton T-Shirt,2
U644,Navy Blue Hoodie,2
U257,Floral Summer Dress,4
U320,Leather Baseball Cap,5
U11,Black Polo Shirt,2
U610,Leather Baseball Cap,1
U690,Red Cotton T-Shirt,4
U727,Leather Baseball Cap,5
U247,Khaki Cargo Shorts,3
U132,Navy Blue Hoodie,5
U279,White Canvas Sneakers,2
U535,Red Cotton T-Shirt,1
U906,Khaki Cargo Shorts,5
U520,Blue Denim Jeans,4
U825,Pink Silk Scarf,3
U706,Striped Casual Shirt,4
U891,Blue Denim Jeans,5
U625,White Canvas Sneakers,3
U734,Grey Wool Sweater,3
U433,Blue Denim Jeans,2
U668,Lightweight Running Jacket,5
U349,Pink Silk Scarf,3
U123,White Canvas Sneakers,3
U616,Lightweight Running Jacket,2
U759,Blue Denim Jeans,3
U660,Black Polo Shirt,4
U849,Lightweight Running Jacket,3
U307,Leather Baseball Cap,4
U476,Grey Wool Sweater,1
U88,Navy Blue Hoodie,5
U551,Striped Casual Shirt,3
U944,Floral Summer Dress,3
U419,Navy Blue Hoodie,5
U372,Lightweight Running Jacket,5
U350,Striped Casual Shirt,3
U723,Black Polo Shirt,2
U134,Navy Blue Hoodie,2
U143,Floral Summer Dress,5
U579,Red Cotton T-Shirt,5
U404,Red Cotton T-Shirt,1
U460,Pink Silk Scarf,4
U780,Floral Summer Dress,2
U274,Red Cotton T-Shirt,3
U37,Khaki Cargo Shorts,5
U863,Lightweight Running Jacket,2
U215,Red Cotton T-Shirt,2
U186,Striped Casual Shirt,1
U98,Pink Silk Scarf,4
U527,Floral Summer Dress,1
U8,Khaki Cargo Shorts,5
U962,Blue Denim Jeans,3
U409,Blue Denim Jeans,2
U992,Pink Silk Scarf,1
U254,Pink Silk Scarf,2
U522,Blue Denim Jeans,1
U356,Leather Baseball Cap,3
U291,Lightweight Running Jacket,2
U965,Pink Silk Scarf,1
U205,Striped Casual Shirt,3
U467,Navy Blue Hoodie,4
U179,Navy Blue Hoodie,1
U120,Lightweight Running Jacket,3
U727,Blue Denim Jeans,4
U327,Red Cotton T-Shirt,3
U112,Khaki Cargo Shorts,4
U649,Floral Summer Dress,2
U518,Grey Wool Sweater,1
U341,Striped Casual Shirt,4
U800,Grey Wool Sweater,4
U993,Pink Silk Scarf,1
U150,Khaki Cargo Shorts,2
U210,Floral Summer Dress,1
U476,Black Polo Shirt,5
U16,Pink Silk Scarf,2
U504,White Canvas Sneakers,5
U547,Striped Casual Shirt,2
U141,Leather Baseball Cap,2
U673,Striped Casual Shirt,3
U451,Blue Denim Jeans,5
U830,Red Cotton T-Shirt,1
U437,Leather Baseball Cap,5
U570,Striped Casual Shirt,4
U772,Grey Wool Sweater,4
U859,White Canvas Sneakers,3
U54,Floral Summer Dress,1
U726,Pink Silk Scarf,5
U356,Red Cotton T-Shirt,2
U622,Khaki Cargo Shorts,2
U56,Pink Silk Scarf,5
U441,Floral Summer Dress,2
U56,Blue Denim Jeans,3
U139,Pink Silk Scarf,1
U423,Black Polo Shirt,1
U362,Leather Baseball Cap,4
U376,Leather Baseball Cap,2
U315,Grey Wool Sweater,3
U362,Grey Wool Sweater,2
U122,Blue Denim Jeans,2
U283,Lightweight Running Jacket,2
U49,Striped Casual Shirt,5
U31,Leather Baseball Cap,4
U788,Red Cotton T-Shirt,5
U794,Striped Casual Shirt,1
U536,Leather Baseball Cap,4
U89,Leather Baseball Cap,3
U473,Striped Casual Shirt,3
U453,Blue Denim Jeans,5
U650,Red Cotton T-Shirt,1
U529,Blue Denim Jeans,3
U110,Pink Silk Scarf,1
U210,Red Cotton T-Shirt,3
U454,Khaki Cargo Shorts,1
U456,Navy Blue Hoodie,5
U414,Floral Summer Dress,1
U848,Leather Baseball Cap,5
U150,Blue Denim Jeans,5
U72,Red Cotton T-Shirt,2
U909,Floral Summer Dress,2
U333,Khaki Cargo Shorts,3
U335,Red Cotton T-Shirt,2
U240,Leather Baseball Cap,5
U905,Floral Summer Dress,4
U204,Black Polo Shirt,2
U482,Leather Baseball Cap,5
U390,Pink Silk Scarf,1
U586,Grey Wool Sweater,5
U754,Lightweight Running Jacket,4
U986,Striped Casual Shirt,2
U786,Pink Silk Scarf,2
U475,Grey Wool Sweater,2
U723,Khaki Cargo Shorts,5
U565,Lightweight Running Jacket,5
U287,Pink Silk Scarf,3
U401,Black Polo Shirt,2
U304,Red Cotton T-Shirt,2
U904,Lightweight Running Jacket,2
U447,Navy Blue Hoodie,2
U826,Floral Summer Dress,2
U603,Khaki Cargo Shorts,5
U622,Striped Casual Shirt,5
U485,Pink Silk Scarf,5
U236,Floral Summer Dress,5
U724,Navy Blue Hoodie,3
U668,Striped Casual Shirt,5
U953,Blue Denim Jeans,5
U361,Blue Denim Jeans,2
U306,Khaki Cargo Shorts,5
U188,Grey Wool Sweater,1
U729,Floral Summer Dress,1
U940,Red Cotton T-Shirt,4
U988,Khaki Cargo Shorts,4
U631,Leather Baseball Cap,4
U51,Red Cotton T-Shirt,1
U317,Grey Wool Sweater,3
U216,Black Polo Shirt,5
U12,Lightweight Running Jacket,1
U691,Lightweight Running Jacket,1
U218,Striped Casual Shirt,4
U464,Black Polo Shirt,4
U876,Khaki Cargo Shorts,3
U705,White Canvas Sneakers,3
U278,Lightweight Running Jacket,3
U224,Striped Casual Shirt,5
U139,Striped Casual Shirt,3
U429,Black Polo Shirt,5
U243,Floral Summer Dress,4
U535,Striped Casual Shirt,1
U542,Blue Denim Jeans,1
U40,White Canvas Sneakers,3
U16,Blue Denim Jeans,3
U952,Blue Denim Jeans,1
U491,Khaki Cargo Shorts,3
U420,Blue Denim Jeans,3
U462,Striped Casual Shirt,3
U434,Blue Denim Jeans,2
U885,Grey Wool Sweater,2
U574,Grey Wool Sweater,2
U167,Lightweight Running Jacket,3
U341,Leather Baseball Cap,1
U864,Black Polo Shirt,3
U572,Red Cotton T-Shirt,1
U436,Khaki Cargo Shorts,2
U251,Floral Summer Dress,1
U160,Navy Blue Hoodie,5
U634,Khaki Cargo Shorts,3
U886,White Canvas Sneakers,3
U794,White Canvas Sneakers,1
U256,Lightweight Running Jacket,2
U384,Lightweight Running Jacket,5
U69,Black Polo Shirt,4
U235,Blue Denim Jeans,3
U558,Floral Summer Dress,2
U960,Red Cotton T-Shirt,5
U299,Grey Wool Sweater,4
U481,Black Polo Shirt,2
U509,Lightweight Running Jacket,5
U348,Pink Silk Scarf,2
U173,Lightweight Running Jacket,5
U878,Khaki Cargo Shorts,4
U981,Grey Wool Sweater,3
U871,Red Cotton T-Shirt,3
U156,Khaki Cargo Shorts,3
U912,Navy Blue Hoodie,3
U555,Red Cotton T-Shirt,2
U106,Striped Casual Shirt,3
U291,Blue Denim Jeans,5
U84,Pink Silk Scarf,5
U157,Grey Wool Sweater,1
U70,Khaki Cargo Shorts,1
U389,Navy Blue Hoodie,3
U547,Grey Wool Sweater,3
U598,Blue Denim Jeans,5
U728,Grey Wool Sweater,4
U819,Pink Silk Scarf,4
U127,Black Polo Shirt,5
U270,Navy Blue Hoodie,3
U174,Grey Wool Sweater,1
U606,Grey Wool Sweater,1
U776,Black Polo Shirt,4
U745,Leather Baseball Cap,5
U411,Grey Wool Sweater,4
U100,Striped Casual Shirt,1
U674,Navy Blue Hoodie,1
U461,Grey Wool Sweater,5
U179,Striped Casual Shirt,1
U366,Blue Denim Jeans,5
U507,Red Cotton T-Shirt,2
U935,White Canvas Sneakers,3
U538,Grey Wool Sweater,1
U109,Grey Wool Sweater,3
U771,Black Polo Shirt,5
U889,Navy Blue Hoodie,1
U862,Lightweight Running Jacket,3
U453,Red Cotton T-Shirt,5
U809,Black Polo Shirt,1
U984,Blue Denim Jeans,5
U450,Pink Silk Scarf,2
U758,Red Cotton T-Shirt,4
U13,Khaki Cargo Shorts,2
U612,Pink Silk Scarf,4
U988,Red Cotton T-Shirt,2
U489,White Canvas Sneakers,3
U922,Leather Baseball Cap,2
U993,Navy Blue Hoodie,3
U634,Striped Casual Shirt,2
U838,White Canvas Sneakers,1
U881,Pink Silk Scarf,4
U415,Lightweight Running Jacket,1
U799,Lightweight Running Jacket,2
U169,Striped Casual Shirt,4
U172,Pink Silk Scarf,3
U474,Blue Denim Jeans,4
U139,Lightweight Running Jacket,4
U452,Lightweight Running Jacket,3
U313,Leather Baseball Cap,2
U17,Khaki Cargo Shorts,3
U564,White Canvas Sneakers,2
U767,Leather Baseball Cap,2
U766,Red Cotton T-Shirt,5
U807,Khaki Cargo Shorts,1
U201,Black Polo Shirt,4
U104,Pink Silk Scarf,5
U909,Black Polo Shirt,3
U236,Blue Denim Jeans,5
U95,Khaki Cargo Shorts,3
U91,Khaki Cargo Shorts,5
U223,Khaki Cargo Shorts,4
U717,White Canvas Sneakers,5
U9,Grey Wool Sweater,1
U842,Floral Summer Dress,2
U345,Red Cotton T-Shirt,4
U646,Red Cotton T-Shirt,1
U260,Navy Blue Hoodie,1
U125,Pink Silk Scarf,4
U755,Khaki Cargo Shorts,5
U779,Leather Baseball Cap,1
U245,Floral Summer Dress,5
U744,Pink Silk Scarf,4
U33,Striped Casual Shirt,3
U567,Blue Denim Jeans,1
U712,Floral Summer Dress,3
U630,Lightweight Running Jacket,1
U134,Pink Silk Scarf,3
U270,Pink Silk Scarf,1
U865,Leather Baseball Cap,2
U740,Khaki Cargo Shorts,5
U104,Navy Blue Hoodie,3
U890,Grey Wool Sweater,2
U692,Khaki Cargo Shorts,4
U605,Lightweight Running Jacket,1
U686,White Canvas Sneakers,4
U568,Grey Wool Sweater,2
U565,Black Polo Shirt,2
U108,Khaki Cargo Shorts,4
U465,Striped Casual Shirt,5
U907,Grey Wool Sweater,2
U299,Khaki Cargo Shorts,1
U177,Black Polo Shirt,1
U693,Pink Silk Scarf,4
U767,Lightweight Running Jacket,2
U21,Striped Casual Shirt,2
U487,Pink Silk Scarf,2
U647,Grey Wool Sweater,1
U689,Grey Wool Sweater,1
U804,Lightweight Running Jacket,3
U533,Khaki Cargo Shorts,4
U206,Red Cotton T-Shirt,5
U461,Leather Baseball Cap,2
U923,Striped Casual Shirt,4
U930,Floral Summer Dress,4
U993,Blue Denim Jeans,1
U552,Lightweight Running Jacket,1
U23,Pink Silk Scarf,2
U581,Blue Denim Jeans,5
U430,Leather Baseball Cap,5
U474,Striped Casual Shirt,4
U633,Navy Blue Hoodie,5
U953,Striped Casual Shirt,1
U370,Lightweight Running Jacket,4
U86,Floral Summer Dress,1
U998,Black Polo Shirt,1
U11,Striped Casual Shirt,4
U259,Pink Silk Scarf,2
U629,Floral Summer Dress,5
U870,Pink Silk Scarf,2
U932,White Canvas Sneakers,2
U287,Grey Wool Sweater,1
U477,Lightweight Running Jacket,2
U729,Lightweight Running Jacket,1
U350,Black Polo Shirt,5
U114,Red Cotton T-Shirt,3
U615,Lightweight Running Jacket,2
U202,Floral Summer Dress,1
U21,Grey Wool Sweater,1
U441,Striped Casual Shirt,3
U515,Navy Blue Hoodie,3
U680,Navy Blue Hoodie,4
U820,Floral Summer Dress,2
